TRANS_DIST	TIME	A	B	C	MT0	MT1	MT2	MT3	MT4	MT5	MT6	J0	J1	J2	J3	J4	J5	J6	ROT_DIST	X	Y	Z	JS_DIST	FX	FY	FZ	TA	TB	TC	
6.72418	150972	-2.356	-0.000	3.141	-1.071	52.231	-4.295	-6.446	0.066	-0.347	-0.104	0.087	0.980	0.202	-1.817	-0.454	0.390	-0.160	0.00044	453.366	117.154	-135.159	0.02751	-2.861	-3.704	1.031	-1.336	0.760	-0.098	
0.25439	151241	-2.356	-0.000	3.141	-1.233	51.939	-4.424	-6.125	0.018	-0.437	-0.114	0.086	0.979	0.202	-1.821	-0.456	0.388	-0.160	0.00024	453.182	116.978	-135.162	0.00498	-3.110	-5.197	0.156	-1.525	0.683	-0.134	
0.00636	151388	-2.356	-0.000	3.141	-1.284	51.915	-4.501	-6.123	0.013	-0.433	-0.111	0.086	0.979	0.202	-1.821	-0.456	0.388	-0.160	0.00000	453.180	116.978	-135.168	0.00003	-3.104	-5.253	0.188	-1.507	0.674	-0.131	
0.00494	151583	-2.356	-0.000	3.141	-0.281	53.861	-3.110	-8.737	0.212	-0.134	0.034	0.086	0.979	0.202	-1.821	-0.456	0.388	-0.160	0.00000	453.180	116.979	-135.172	0.00001	-1.113	-3.450	0.824	-1.457	0.169	-0.114	
2.77940	151867	-2.356	-0.001	3.141	-0.566	53.869	-3.235	-8.154	0.136	-0.220	0.100	0.089	0.981	0.202	-1.815	-0.452	0.392	-0.162	0.00049	455.075	119.011	-135.245	0.00947	-0.139	-2.317	0.993	-1.578	-0.238	-0.130	
2.07350	152147	-2.356	-0.001	3.141	-0.944	54.129	-3.580	-8.705	0.215	-0.093	0.071	0.092	0.983	0.202	-1.808	-0.447	0.397	-0.163	0.00010	456.548	120.470	-135.192	0.01053	-0.337	-2.127	0.938	-1.509	-0.086	-0.111	
0.06268	152426	-2.356	-0.001	3.141	-0.840	54.017	-3.492	-8.659	0.210	-0.103	0.140	0.092	0.983	0.202	-1.808	-0.447	0.397	-0.163	0.00009	456.604	120.493	-135.178	0.00008	-0.341	-2.056	1.037	-1.475	-0.087	-0.108	
0.00561	152662	-2.325	-0.001	3.141	-0.846	54.005	-3.507	-8.689	0.151	-0.099	0.185	0.092	0.983	0.202	-1.808	-0.447	0.397	-0.181	0.03160	456.609	120.491	-135.177	0.01727	-0.164	-2.039	1.056	-1.411	-0.178	-0.051	
0.02805	152946	-2.151	-0.001	3.141	-0.698	54.051	-3.391	-8.747	0.289	-0.070	0.169	0.092	0.983	0.202	-1.808	-0.447	0.397	-0.332	0.17405	456.621	120.466	-135.175	0.15152	0.205	-1.998	1.057	-1.335	-0.434	-0.052	
0.01457	153224	-1.989	-0.001	3.141	-0.733	54.047	-3.439	-8.671	0.200	-0.087	0.157	0.092	0.983	0.202	-1.808	-0.447	0.397	-0.514	0.16187	456.627	120.452	-135.173	0.18170	0.422	-1.932	1.083	-1.238	-0.566	-0.050	
0.00477	153504	-1.963	-0.000	3.141	-0.755	54.051	-3.432	-8.666	0.197	-0.092	0.117	0.092	0.983	0.202	-1.808	-0.447	0.397	-0.556	0.02518	456.629	120.448	-135.173	0.04248	0.517	-2.040	1.096	-1.290	-0.617	-0.087	
0.01615	153767	-1.963	-0.000	3.141	-0.163	54.060	-3.165	-8.577	0.202	-0.094	0.116	0.092	0.983	0.202	-1.808	-0.447	0.397	-0.556	0.00004	456.626	120.464	-135.173	0.00005	0.470	-1.960	1.122	-1.247	-0.594	-0.085	
2.77120	153971	-1.964	-0.000	3.141	-0.344	53.802	-3.472	-8.238	0.479	0.185	0.153	0.089	0.982	0.202	-1.811	-0.449	0.395	-0.557	0.00038	455.676	117.861	-135.155	0.00503	-1.419	-1.737	1.355	-1.041	0.458	0.127	
6.98474	154257	-1.964	-0.000	3.141	-0.254	53.660	-3.264	-8.342	0.391	0.063	0.116	0.076	0.978	0.202	-1.824	-0.458	0.387	-0.560	0.00026	452.919	111.443	-135.141	0.02276	-1.186	-1.435	1.216	-0.957	0.276	0.080	
0.17617	154539	-1.963	-0.000	3.141	-0.237	53.695	-3.390	-8.369	0.385	0.058	0.110	0.074	0.977	0.202	-1.826	-0.459	0.385	-0.561	0.00025	452.893	111.269	-135.141	0.00395	-0.637	-1.630	1.315	-1.018	0.047	0.047	
0.50215	154789	-1.964	-0.000	3.141	-0.058	53.240	-3.326	-8.323	0.501	0.245	0.147	0.074	0.977	0.202	-1.826	-0.459	0.385	-0.561	0.00058	452.615	110.852	-135.178	0.00007	-0.861	-1.906	0.968	-1.154	0.282	0.129	
7.08609	155070	-1.963	-0.000	3.141	-1.250	53.157	-3.758	-8.259	0.482	0.208	0.137	0.062	0.974	0.202	-1.837	-0.467	0.378	-0.563	0.00049	449.999	104.267	-135.164	0.01978	-1.314	-1.677	1.383	-1.060	0.442	0.151	
2.34048	155350	-1.963	-0.000	3.141	-0.333	53.188	-3.441	-8.068	0.434	0.150	0.116	0.055	0.972	0.202	-1.843	-0.472	0.374	-0.565	0.00025	449.128	102.095	-135.127	0.01163	-0.790	-1.701	1.095	-1.133	0.154	0.074	
0.04335	155598	-1.963	-0.000	3.141	0.167	53.168	-3.205	-7.645	0.509	0.192	0.152	0.055	0.972	0.202	-1.843	-0.472	0.374	-0.565	0.00008	449.145	102.055	-135.126	0.00010	-1.109	-1.720	0.779	-1.061	0.326	0.104	
5.06541	155867	-1.964	-0.000	3.141	0.031	52.684	-3.408	-7.426	0.493	0.171	0.124	0.047	0.971	0.202	-1.850	-0.477	0.370	-0.566	0.00039	447.148	97.400	-135.130	0.01182	-1.416	-1.917	1.291	-1.221	0.442	0.143	
5.00422	156146	-1.964	-0.000	3.141	-0.194	52.813	-3.339	-7.693	0.453	0.084	0.094	0.035	0.968	0.202	-1.860	-0.485	0.363	-0.569	0.00029	445.267	92.763	-135.135	0.01981	-0.757	-1.856	1.453	-1.171	0.074	0.077	
0.03436	156395	-1.963	-0.000	3.141	-0.231	53.023	-3.329	-7.828	0.450	0.090	0.090	0.035	0.968	0.202	-1.860	-0.485	0.363	-0.569	0.00011	445.290	92.788	-135.130	0.00016	-0.771	-1.710	1.292	-1.103	0.097	0.068	
1.50018	156630	-1.963	-0.000	3.141	-1.109	50.440	-4.164	-3.588	-0.036	-1.118	0.009	0.035	0.968	0.202	-1.861	-0.485	0.362	-0.569	0.00031	444.598	91.457	-135.183	0.00087	-4.161	-5.099	1.527	-1.164	0.846	0.065	
2.43992	156911	-1.964	-0.000	3.142	-1.118	47.469	-3.856	-0.150	-0.445	-2.435	-0.109	0.028	0.966	0.202	-1.867	-0.490	0.358	-0.571	0.00066	443.982	89.101	-135.035	0.01163	-4.767	-11.816	0.360	-1.833	0.277	-0.169	
0.90452	157159	-1.964	-0.001	3.141	-0.862	51.951	-3.528	-6.732	0.019	-0.502	-0.095	0.028	0.966	0.202	-1.866	-0.490	0.359	-0.571	0.00120	443.673	89.922	-135.258	0.00099	-0.483	-7.117	0.785	-1.811	-0.781	-0.283	
3.52693	157440	-1.963	-0.001	3.140	-0.683	52.751	-3.395	-7.862	0.221	-0.109	-0.067	0.035	0.968	0.202	-1.861	-0.485	0.363	-0.569	0.00032	444.923	93.219	-135.329	0.01147	0.924	-2.211	0.819	-1.444	-0.864	-0.213	
0.77950	157721	-1.964	-0.000	3.141	-0.659	52.756	-3.360	-7.894	0.230	-0.109	-0.062	0.037	0.968	0.202	-1.859	-0.484	0.364	-0.569	0.00080	445.551	93.638	-135.134	0.00350	0.757	-2.207	0.984	-1.455	-0.778	-0.181	
0.01971	157959	-1.964	-0.000	3.141	-0.683	52.809	-3.375	-7.904	0.210	-0.102	0.165	0.037	0.968	0.202	-1.859	-0.484	0.364	-0.569	0.00003	445.567	93.648	-135.128	0.00006	0.520	-1.867	1.101	-1.216	-0.629	-0.073	
0.00904	158238	-1.892	-0.000	3.141	-0.673	52.802	-3.360	-7.886	0.151	-0.079	0.215	0.037	0.968	0.202	-1.859	-0.484	0.364	-0.618	0.07172	445.575	93.646	-135.125	0.04900	0.650	-1.754	1.082	-1.098	-0.704	-0.037	
0.01466	158520	-1.689	-0.000	3.141	-0.672	52.840	-3.367	-7.885	0.215	-0.083	0.176	0.037	0.968	0.202	-1.859	-0.484	0.364	-0.809	0.20265	445.590	93.647	-135.123	0.19128	0.965	-1.531	1.046	-0.907	-0.886	-0.021	
0.00658	158801	-1.575	-0.000	3.141	-0.679	52.790	-3.378	-7.907	0.195	-0.088	0.117	0.037	0.968	0.202	-1.859	-0.484	0.364	-0.949	0.11422	445.596	93.649	-135.123	0.13974	1.089	-1.478	1.093	-0.835	-0.945	-0.043	
0.00254	159080	-1.571	-0.000	3.141	-0.652	52.782	-3.366	-7.900	0.206	-0.093	0.106	0.037	0.968	0.202	-1.859	-0.484	0.364	-0.961	0.00418	445.598	93.648	-135.122	0.01281	1.134	-1.500	1.071	-0.849	-0.977	-0.066	
0.01320	159315	-1.571	-0.000	3.141	-0.347	52.860	-3.461	-7.743	0.387	0.054	0.154	0.037	0.968	0.202	-1.859	-0.484	0.364	-0.961	0.00001	445.601	93.635	-135.122	0.00001	-0.090	-1.207	1.192	-0.632	-0.270	0.025	
5.89613	159595	-1.571	-0.000	3.141	-1.109	52.912	-3.982	-7.911	0.438	0.212	0.148	0.027	0.967	0.202	-1.861	-0.486	0.362	-0.969	0.00014	445.525	87.739	-135.145	0.01377	-0.322	-1.923	1.404	-1.008	-0.066	0.126	
4.04124	159875	-1.571	-0.000	3.141	-0.165	52.430	-3.348	-7.663	0.402	0.137	0.095	0.015	0.966	0.202	-1.864	-0.488	0.360	-0.978	0.00033	445.603	83.699	-135.132	0.01537	0.045	-2.005	1.034	-1.118	-0.339	0.054	
0.02466	160140	-1.571	-0.000	3.141	0.082	52.622	-3.212	-7.666	0.396	0.123	0.107	0.015	0.966	0.202	-1.864	-0.488	0.360	-0.978	0.00006	445.609	83.676	-135.138	0.00010	0.096	-1.961	1.199	-1.091	-0.340	0.051	
2.65642	160376	-1.571	-0.000	3.141	-0.370	52.830	-3.457	-7.731	0.486	0.182	0.151	0.012	0.966	0.202	-1.865	-0.489	0.360	-0.981	0.00038	445.455	81.025	-135.197	0.00389	-0.593	-2.030	1.438	-1.054	0.046	0.136	
6.84761	160657	-1.571	-0.000	3.141	-0.319	52.838	-3.434	-7.771	0.388	0.175	0.093	-0.003	0.965	0.202	-1.869	-0.492	0.357	-0.993	0.00029	445.542	74.178	-135.141	0.02074	-0.528	-1.845	1.445	-1.005	-0.012	0.108	
0.48064	160906	-1.571	-0.000	3.141	-0.280	52.656	-3.400	-7.662	0.390	0.150	0.089	-0.007	0.965	0.202	-1.870	-0.492	0.357	-0.996	0.00022	445.583	73.699	-135.133	0.00440	-0.118	-1.916	1.389	-1.039	-0.196	0.055	
